    3    -3
    6    -3
   12    -3
   24    -3
   48    -3
   96    -3
  192    -3
  384    -3
  768    -3
 1536    -3
 3072    -3
 6144    -3
12288    -3
24576    -3
49152    -3
98304    -3

    9    -9
   18    -9
   36    -9
   72    -9
  144    -9
  288    -9
  576    -9
 1152    -9
 2304    -9
 4608    -9
 9216    -9
18432    -9
36864    -9
73728    -9
147456    -9

   15   -15
   30   -15
   60   -15
  120   -15
  240   -15
  480   -15
  960   -15
 1920   -15
 3840   -15
 7680   -15
15360   -15
30720   -15
61440   -15
122880   -15

   21   -21
   42   -21
   84   -21
  168   -21
  336   -21
  672   -21
 1344   -21
 2688   -21
 5376   -21
10752   -21
21504   -21
43008   -21
86016   -21

   27   -27
   54   -27
  108   -27
  216   -27
  432   -27
  864   -27
 1728   -27
 3456   -27
 6912   -27
13824   -27
27648   -27
55296   -27
110592   -27

   33   -33
   66   -33
  132   -33
  264   -33
  528   -33
 1056   -33
 2112   -33
 4224   -33
 8448   -33
16896   -33
33792   -33
67584   -33
135168   -33

   39   -39
   78   -39
  156   -39
  312   -39
  624   -39
 1248   -39
 2496   -39
 4992   -39
 9984   -39
19968   -39
39936   -39
79872   -39

   45   -45
   90   -45
  180   -45
  360   -45
  720   -45
 1440   -45
 2880   -45
 5760   -45
11520   -45
23040   -45
46080   -45
92160   -45

   51   -51
  102   -51
  204   -51
  408   -51
  816   -51
 1632   -51
 3264   -51
 6528   -51
13056   -51
26112   -51
52224   -51
104448   -51

   57   -57
  114   -57
  228   -57
  456   -57
  912   -57
 1824   -57
 3648   -57
 7296   -57
14592   -57
29184   -57
58368   -57
116736   -57

   63   -63
  126   -63
  252   -63
  504   -63
 1008   -63
 2016   -63
 4032   -63
 8064   -63
16128   -63
32256   -63
64512   -63
129024   -63

   69   -69
  138   -69
  276   -69
  552   -69
 1104   -69
 2208   -69
 4416   -69
 8832   -69
17664   -69
35328   -69
70656   -69
141312   -69

   75   -75
  150   -75
  300   -75
  600   -75
 1200   -75
 2400   -75
 4800   -75
 9600   -75
19200   -75
38400   -75
76800   -75

   81   -81
  162   -81
  324   -81
  648   -81
 1296   -81
 2592   -81
 5184   -81
10368   -81
20736   -81
41472   -81
82944   -81

   87   -87
  174   -87
  348   -87
  696   -87
 1392   -87
 2784   -87
 5568   -87
11136   -87
22272   -87
44544   -87
89088   -87

   93   -93
  186   -93
  372   -93
  744   -93
 1488   -93
 2976   -93
 5952   -93
11904   -93
23808   -93
47616   -93
95232   -93

   99   -99
  198   -99
  396   -99
  792   -99
 1584   -99
 3168   -99
 6336   -99
12672   -99
25344   -99
50688   -99
101376   -99

  105  -105
  210  -105
  420  -105
  840  -105
 1680  -105
 3360  -105
 6720  -105
13440  -105
26880  -105
53760  -105
107520  -105

  111  -111
  222  -111
  444  -111
  888  -111
 1776  -111
 3552  -111
 7104  -111
14208  -111
28416  -111
56832  -111
113664  -111

  117  -117
  234  -117
  468  -117
  936  -117
 1872  -117
 3744  -117
 7488  -117
14976  -117
29952  -117
59904  -117
119808  -117

  123  -123
  246  -123
  492  -123
  984  -123
 1968  -123
 3936  -123
 7872  -123
15744  -123
31488  -123
62976  -123
125952  -123

  129  -129
  258  -129
  516  -129
 1032  -129
 2064  -129
 4128  -129
 8256  -129
16512  -129
33024  -129
66048  -129
132096  -129

  135  -135
  270  -135
  540  -135
 1080  -135
 2160  -135
