11 88
29 29

29 232
77 77

47 376
125 125

65 520
173 173

83 664
221 221

101 808
269 269

119 952
317 317

137 1096
365 365

155 1240
413 413

173 1384
461 461

191 1528
509 509

209 1672
557 557

227 1816
605 605

245 1960
653 653

263 2104
701 701

281 2248
749 749

299 2392
797 797

317 2536
845 845

335 2680
893 893

353 2824
941 941

371 2968
989 989

389 3112
1037 1037

407 3256
1085 1085

425 3400
1133 1133

443 3544
1181 1181

461 3688
1229 1229

479 3832
1277 1277

497 3976
1325 1325

515 4120
1373 1373

533 4264
1421 1421

551 4408
1469 1469

569 4552
1517 1517

587 4696
1565 1565

605 4840
1613 1613

623 4984
1661 1661

641 5128
1709 1709

659 5272
1757 1757

677 5416
1805 1805

695 5560
1853 1853

713 5704
1901 1901

731 5848
1949 1949

749 5992
1997 1997

767 6136
2045 2045

785 6280
2093 2093

803 6424
2141 2141

821 6568
2189 2189

839 6712
2237 2237

857 6856
2285 2285

875 7000
2333 2333

893 7144
2381 2381

911 7288
2429 2429

929 7432
2477 2477

947 7576
2525 2525

965 7720
2573 2573

983 7864
2621 2621

1001 8008
2669 2669

1019 8152
2717 2717

1037 8296
2765 2765

1055 8440
2813 2813

1073 8584
2861 2861

1091 8728
2909 2909

1109 8872
2957 2957

1127 9016
3005 3005

1145 9160
3053 3053

1163 9304
3101 3101

1181 9448
3149 3149

1199 9592
3197 3197

1217 9736
3245 3245

1235 9880
3293 3293

1253 10024
3341 3341

1271 10168
3389 3389

1289 10312
3437 3437

1307 10456
3485 3485

1325 10600
3533 3533

1343 10744
3581 3581

1361 10888
3629 3629

1379 11032
3677 3677

1397 11176
3725 3725

1415 11320
3773 3773

1433 11464
3821 3821

1451 11608
3869 3869

1469 11752
3917 3917

1487 11896
3965 3965

1505 12040
4013 4013

1523 12184
4061 4061

1541 12328
4109 4109

1559 12472
4157 4157

1577 12616
4205 4205

1595 12760
4253 4253

1613 12904
4301 4301

1631 13048
4349 4349

1649 13192
4397 4397

1667 13336
4445 4445

1685 13480
4493 4493

1703 13624
4541 4541

1721 13768
4589 4589

1739 13912
4637 4637

1757 14056
4685 4685

1775 14200
4733 4733

1793 14344
4781 4781

1811 14488
4829 4829

1829 14632
4877 4877

1847 14776
4925 4925

1865 14920
4973 4973

1883 15064
5021 5021

1901 15208
5069 5069

1919 15352
5117 5117

1937 15496
5165 5165

1955 15640
5213 5213

1973 15784
5261 5261

1991 15928
5309 5309

