    1    -1
    2    -1
    4    -1
    8    -1
   16    -1
   32    -1
   64    -1
  128    -1
  256    -1
  512    -1
 1024    -1
 2048    -1
 4096    -1
 8192    -1
16384    -1
32768    -1
65536    -1
131072    -1

    7    -7
   14    -7
   28    -7
   56    -7
  112    -7
  224    -7
  448    -7
  896    -7
 1792    -7
 3584    -7
 7168    -7
14336    -7
28672    -7
57344    -7
114688    -7

   13   -13
   26   -13
   52   -13
  104   -13
  208   -13
  416   -13
  832   -13
 1664   -13
 3328   -13
 6656   -13
13312   -13
26624   -13
53248   -13
106496   -13

   19   -19
   38   -19
   76   -19
  152   -19
  304   -19
  608   -19
 1216   -19
 2432   -19
 4864   -19
 9728   -19
19456   -19
38912   -19
77824   -19

   25   -25
   50   -25
  100   -25
  200   -25
  400   -25
  800   -25
 1600   -25
 3200   -25
 6400   -25
12800   -25
25600   -25
51200   -25
102400   -25

   31   -31
   62   -31
  124   -31
  248   -31
  496   -31
  992   -31
 1984   -31
 3968   -31
 7936   -31
15872   -31
31744   -31
63488   -31
126976   -31

   37   -37
   74   -37
  148   -37
  296   -37
  592   -37
 1184   -37
 2368   -37
 4736   -37
 9472   -37
18944   -37
37888   -37
75776   -37

   43   -43
   86   -43
  172   -43
  344   -43
  688   -43
 1376   -43
 2752   -43
 5504   -43
11008   -43
22016   -43
44032   -43
88064   -43

   49   -49
   98   -49
  196   -49
  392   -49
  784   -49
 1568   -49
 3136   -49
 6272   -49
12544   -49
25088   -49
50176   -49
100352   -49

   55   -55
  110   -55
  220   -55
  440   -55
  880   -55
 1760   -55
 3520   -55
 7040   -55
14080   -55
28160   -55
56320   -55
112640   -55

   61   -61
  122   -61
  244   -61
  488   -61
  976   -61
 1952   -61
 3904   -61
 7808   -61
15616   -61
31232   -61
62464   -61
124928   -61

   67   -67
  134   -67
  268   -67
  536   -67
 1072   -67
 2144   -67
 4288   -67
 8576   -67
17152   -67
34304   -67
68608   -67
137216   -67

   73   -73
  146   -73
  292   -73
  584   -73
 1168   -73
 2336   -73
 4672   -73
 9344   -73
18688   -73
37376   -73
74752   -73
149504   -73

   79   -79
  158   -79
  316   -79
  632   -79
 1264   -79
 2528   -79
 5056   -79
10112   -79
20224   -79
40448   -79
80896   -79

   85   -85
  170   -85
  340   -85
  680   -85
 1360   -85
 2720   -85
 5440   -85
10880   -85
21760   -85
43520   -85
87040   -85

   91   -91
  182   -91
  364   -91
  728   -91
 1456   -91
 2912   -91
 5824   -91
11648   -91
23296   -91
46592   -91
93184   -91

   97   -97
  194   -97
  388   -97
  776   -97
 1552   -97
 3104   -97
 6208   -97
12416   -97
24832   -97
49664   -97
99328   -97

  103  -103
  206  -103
  412  -103
  824  -103
 1648  -103
 3296  -103
 6592  -103
13184  -103
26368  -103
52736  -103
105472  -103

  109  -109
  218  -109
  436  -109
  872  -109
 1744  -109
 3488  -109
 6976  -109
13952  -109
27904  -109
55808  -109
111616  -109

  115  -115
  230  -115
  460  -115
  920  -115
 1840  -115
 3680  -115
 7360  -115
14720  -115
29440  -115
58880  -115
117760  -115

  121  -121
  242  -121
  484  -121
  968  -121
 1936  -121
 3872  -121
 7744  -121
15488  -121
30976  -121
61952  -121
123904  -121

  127  -127
  254  -127
  508  -127
 1016  -127
 2032  -127
 4064  -127
 8128  -127
16256  -127
32512  -127
65024  -127
130048  -127

  133  -133
  266  -133
  532  -133
 1064  -133
 2128  -133
 4256  -133
 8512  -133
17024  -133
34048  -133
68096  -133
136192  -133

  139  -139
  278  -139
  556  -139
 1112  -139
 2224  -139
 4448  -139
 8896  -139
17792  -139
35584  -139
71168  -139
142336  -139

  145  -145
  290  -145
  580  -145
 1160  -145
 2320  -145
 4640  -145
 9280  -145
18560  -145
37120  -145
74240  -145
148480  -145

  151  -151
  302  -151
  604  -151
 1208  -151
 2416  -151
 4832  -151
 9664  -151
19328  -151
38656  -151
77312  -151

  157  -157
  314  -157
  628  -157
 1256  -157
 2512  -157
 5024  -157
10048  -157
20096  -157
40192  -157
80384  -157

  163  -163
  326  -163
  652  -163
 1304  -163
 2608  -163
 5216  -163
10432  -163
20864  -163
41728  -163
83456  -163

  169  -169
  338  -169
  676  -169
 1352  -169
 2704  -169
 5408  -169
10816  -169
21632  -169
43264  -169
86528  -169

  175  -175
  350  -175
  700  -175
 1400  -175
 2800  -175
 5600  -175
11200  -175
22400  -175
44800  -175
89600  -175

  181  -181
  362  -181
  724  -181
 1448  -181
 2896  -181
 5792  -181
11584  -181
23168  -181
46336  -181
92672  -181

  187  -187
  374  -187
  748  -187
 1496  -187
 2992  -187
 5984  -187
11968  -187
23936  -187
47872  -187
95744  -187

  193  -193
  386  -193
  772  -193
 1544  -193
 3088  -193
 6176  -193
